id	y.repeated	y.trend	time	sex
28	1.69	3.99	3	1
80	2	2.18	1	1
12	0.3	0.52	4	1
380	2.43	-1.54	5	1
292	3.2	6.58	3	1
342	0.16	4.79	1	1
369	0.63	-1.14	5	0
61	1.35	8.41	4	0
47	2.75	0.78	2	0
373	1.95	3.43	2	0
4	2.52	-0.19	4	1
302	0.99	-5.65	1	1
104	-0.25	11.78	4	1
68	3.79	5.12	1	1
255	1.67	9.32	5	0
187	1.89	2.22	3	0
58	2.18	8.33	5	1
267	3.12	2.49	4	0
372	1.46	5.59	3	1
79	0.47	0.76	3	0
242	1.22	0.37	1	1
158	-0.25	11.67	4	1
21	1.8	4.14	4	0
271	2.03	10.15	4	0
163	0.92	3.51	1	0
166	3.18	7.53	5	1
239	1.67	3.43	5	0
257	1.48	1.51	4	0
87	-0.46	5.51	3	0
312	-0.03	5.62	1	1
199	1.9	9.24	3	0
201	-1.11	3.02	2	0
23	2.57	4.08	5	0
292	1.47	3.56	2	1
344	2.53	1.71	2	1
278	1.03	8.03	3	1
332	2.72	15.83	4	1
76	1.75	2.48	1	1
381	1.22	5.07	3	0
304	1.36	3.07	2	1
210	2.47	5.08	3	1
219	1	-4.18	1	0
309	2.38	1.01	2	0
18	0.96	2.8	1	1
106	0.01	3.52	4	1
148	0.42	9.3	4	1
78	2.12	8.2	3	1
139	0.8	7.79	4	0
203	0.9	7.99	4	0
196	4.73	3.25	2	1
203	0.24	9	5	0
208	2.48	5.24	1	1
139	1.13	8.79	5	0
1	1.83	-3.37	1	0
318	2.2	8.88	2	1
71	0.19	-1.8	4	0
193	2.37	-8.21	5	0
309	2.26	1.96	5	0
299	1.64	0.93	2	0
10	1.84	8.23	2	1
334	0.54	3.36	1	1
355	0.52	13.21	5	0
225	3.5	0.32	2	0
111	0.74	20.8	5	0
316	0.42	8.17	3	1
188	2.32	0.39	5	1
340	2.31	8.45	3	1
323	0.87	1.5	5	0
36	0.62	14.07	5	1
167	0.24	2.58	1	0
90	3.69	3.88	3	1
96	4.15	1.12	4	1
392	0.87	9.19	2	1
376	2.1	8.43	4	1
336	0.56	-3.92	4	1
96	3.27	5.38	5	1
191	1.56	1.86	2	0
231	0.52	3.5	5	0
169	1.19	13.94	5	0
166	3.35	4.82	2	1
23	1.35	1.05	1	0
228	1.62	6.22	2	1
380	2.72	-0.87	1	1
292	1.4	4.24	1	1
351	0.94	5.57	1	0
269	2.81	7.12	2	0
74	2.67	3.76	4	1
129	2.45	18.92	5	0
277	2.37	3.59	1	0
274	2.25	14.57	5	1
265	0.28	10.06	5	0
190	2.83	5.95	5	1
124	0.51	5.65	5	1
223	0.3	0.03	1	0
199	2.64	15.35	5	0
277	2.95	18.88	4	0
172	2.93	3.23	5	1
399	0.75	10.96	4	0
81	0.67	2.31	2	0
128	2.78	4.56	2	1
87	0.21	3.68	2	0
69	-0.68	-0.06	3	0
55	2.45	7.37	5	0
171	0.87	-3.51	2	0
129	1.42	14.73	3	0
128	1.52	6.57	3	1
144	2.05	8.47	3	1
306	1	3.61	3	1
375	2.92	11.6	3	0
100	1.97	-0.92	1	1
370	2.14	18.05	4	1
359	0.44	12.4	5	0
106	-0.55	0.62	1	1
149	0.59	3.68	2	0
55	1.02	4.48	3	0
89	2.28	-4.44	4	0
65	-0.58	13.69	2	0
155	2.08	11.42	3	0
400	0.98	-1.68	4	1
319	2.69	18.1	5	0
351	-0.99	7.41	2	0
97	0.58	5.63	3	0
332	1.54	12.79	3	1
359	1.59	4.17	2	0
178	1.98	6.61	1	1
165	-0.17	-1.22	1	0
96	1.8	3.89	2	1
330	2.08	2.43	4	1
275	1.1	7.74	5	0
233	-0.53	-1.82	1	0
385	-0.21	-5.39	3	0
38	1.37	15.09	3	1
388	1.37	2.47	1	1
2	1.66	7.57	2	1
1	2.41	-7.2	4	0
43	0.29	7.32	4	0
95	1.13	12.72	5	0
377	1.46	19.95	4	0
272	3.39	0.38	3	1
120	1.78	-2.44	5	1
362	0.85	3.88	2	1
196	3.28	1.34	1	1
291	-1.43	-5.85	5	0
139	-0.36	5.01	2	0
88	1.48	10.66	5	1
237	0.55	0.76	1	0
131	-0.32	4.08	3	0
141	2.18	3.21	1	0
17	1.09	4.81	2	0
339	-0.13	6.06	2	0
150	2.34	15.32	5	1
324	2.03	6.58	1	1
290	-0.37	-8.16	5	1
229	0.72	2.42	2	0
390	0.35	4.81	5	1
359	0.57	5.62	3	0
343	-0.13	0.68	3	0
168	1.77	8.85	5	1
238	0.91	2.48	2	1
232	1.9	1.19	3	1
14	-0.26	8.17	3	1
112	2.21	5	1	1
24	-0.78	3.64	1	1
103	0.28	5.43	4	0
381	0.79	-0.23	1	0
215	0.5	0.62	1	0
182	0.62	14.12	4	1
48	1.44	7.83	5	1
181	0.49	-3.49	5	0
80	2.16	11.43	5	1
345	0.5	3.93	2	0
44	-0.01	2.29	1	1
299	1.26	-1.2	1	0
137	0.26	-0.92	4	0
373	2.14	5.28	4	0
105	2.3	4.04	4	0
160	1.45	5.28	4	1
139	0.25	4.85	1	0
286	1.81	3.5	2	1
196	4.1	4	3	1
268	2.68	8.21	5	1
20	0.93	12.02	5	1
12	1.1	-1.44	1	1
123	0.46	11.2	4	0
348	1.01	12.78	5	1
86	1.18	4.97	3	1
199	0.64	9.38	2	0
388	0.7	11.18	4	1
151	2.18	0.71	1	0
80	2.37	5.95	2	1
220	1.73	10.32	3	1
206	1.21	2.35	2	1
358	0.97	6.21	2	1
219	-0.14	-11.8	5	0
54	1.24	10.85	4	1
230	1.1	6.18	2	1
176	2.14	7.38	5	1
180	1.64	5.37	1	1
216	2.51	10.55	4	1
59	0.57	-0.41	2	0
69	0.52	-0.28	5	0
364	1.58	3.17	4	1
25	1.62	1.92	1	0
261	1.44	-0.09	5	0
69	-1.25	-2.1	4	0
181	0.01	-3.53	4	0
33	3.36	5.91	4	0
362	1.3	6.92	4	1
181	0.51	-2.52	3	0
112	3.13	9.71	4	1
299	1.24	0.02	3	0
360	0.94	1.31	4	1
325	-0.16	-1.09	2	0
284	2.93	0	3	1
197	1	7.4	3	0
325	1.73	1.1	4	0
382	1.12	4.59	5	1
367	1.6	1.14	4	0
257	2.54	0.1	2	0
93	-0.16	5.72	4	0
226	1.52	11	5	1
199	2.87	11.8	4	0
236	2.53	8.07	4	1
254	2.21	1.51	4	1
99	2.37	11.79	3	0
325	0.58	-4.06	5	0
173	1.61	5.01	3	0
37	0.99	-2.93	4	0
250	1.04	3.13	1	1
66	2.39	11.44	4	1
397	0.36	10.77	4	0
367	1.55	2.35	5	0
134	0.75	7.31	4	1
142	0.45	0.61	4	1
200	3.07	9.25	3	1
387	0.7	4.73	1	0
234	3.03	-1.51	2	1
239	2.24	-0.03	1	0
164	2.31	6.53	1	1
223	1.7	-2.94	4	0
152	1.36	18.95	5	1
148	0.47	6.03	1	1
176	2.09	5.24	4	1
369	0.43	-0.11	1	0
137	-0.2	-0.47	5	0
393	1.17	6.38	2	0
249	-0.52	1.82	1	0
122	0.83	17.41	5	1
109	-0.57	-0.48	2	0
248	2.59	2.93	3	1
41	1.01	9.46	4	0
8	0.46	3.18	3	1
214	3.02	-2.18	5	1
121	2.97	3.45	4	0
65	0.66	13.67	3	0
40	1.16	6.27	5	1
198	1.88	3.44	1	1
372	0.16	1.19	1	1
44	0.21	7.07	5	1
86	-1.49	5.87	1	1
390	0.55	1.97	1	1
13	0.17	4.02	3	0
150	3.43	7.57	1	1
368	0.7	6.05	1	1
156	2.58	5.45	3	1
133	-0.15	17.55	4	0
176	2.1	3.74	2	1
140	0.41	5.11	4	1
145	1.96	6.55	1	0
171	0.67	-4.3	5	0
386	0.58	4.84	1	1
297	1.75	3.42	5	0
179	-0.33	3.31	4	0
398	0.83	6.02	3	1
169	1.52	4.34	1	0
131	0.57	0.97	2	0
294	0.9	3.52	5	1
219	0.72	-9.63	3	0
281	0.08	1.36	2	0
230	1.11	5.87	3	1
98	1.53	0.76	1	1
246	2.81	-5.86	5	1
330	3.6	1.4	2	1
180	1.45	9.2	4	1
211	2.85	-1.51	4	0
274	1.5	10.04	4	1
175	0.87	-0.21	4	0
27	1.08	0.47	1	0
354	0.92	-1.17	1	1
400	1.36	3.09	1	1
17	2.36	8.65	3	0
197	1.46	3.2	4	0
207	1.91	-5.3	4	0
352	1.22	7.84	3	1
388	0.29	6.39	2	1
98	0.46	-2.99	5	1
296	1.8	-4.89	5	1
6	1.32	9.56	4	1
62	3.41	1.7	1	1
36	0.27	7.62	2	1
329	1.19	6.7	2	0
123	0.47	6.41	3	0
7	1.48	5.85	1	0
332	2.62	16.27	5	1
285	1.13	5.13	1	0
24	-2.21	4.49	4	1
290	-0.35	-4.96	3	1
152	1.31	9.37	2	1
266	-0.3	3.38	4	1
31	1.29	0.6	3	0
151	2.4	-0.14	3	0
102	1.52	-3.35	5	1
63	0.7	-7.26	5	0
133	-0.16	7.11	1	0
318	1.94	4.83	1	1
331	0.21	7.5	2	0
96	4	3.23	3	1
83	3.21	-2.43	3	0
18	0.35	4.73	3	1
40	1.05	2.67	1	1
397	0.18	8.45	3	0
298	0.14	3.89	2	1
255	1.88	2.8	1	0
68	2.14	21.01	5	1
324	2.27	4.72	2	1
374	1.19	3.97	1	1
3	0.12	-1.27	2	0
224	3.21	6.9	2	1
209	2	-1.8	3	0
382	3.05	3.86	3	1
394	1.69	-1.8	2	1
257	0.52	0.79	3	0
237	-0.61	1.14	4	0
278	1.42	10.86	4	1
144	1.01	11.1	4	1
307	1.09	7.2	3	0
391	0.53	0.64	1	0
146	0.81	6.73	4	1
113	1.12	-0.08	3	0
277	2.22	14.67	3	0
241	0.55	6.83	5	0
103	1.48	3.9	5	0
377	0.85	20.9	5	0
336	1.41	-6.45	5	1
140	0.17	3.53	2	1
266	-0.94	2.43	2	1
319	2.09	7.58	2	0
116	2.44	4.46	3	1
394	2.35	-0.6	5	1
117	2.18	5.95	5	0
359	1.49	8.66	4	0
310	0.03	4.11	4	1
139	0.82	6.4	3	0
275	0.43	-0.34	1	0
74	2.22	5.01	5	1
121	1.81	3.48	2	0
14	-0.35	13.09	5	1
68	3.09	15.69	4	1
82	4.35	5.23	1	1
60	1.83	0.64	1	1
301	1.25	6.59	3	0
177	0.05	0.21	1	0
398	1.18	5.11	1	1
85	0.16	14.38	5	0
309	2.13	0.98	4	0
114	2.57	1.89	5	1
25	0.35	4.45	2	0
191	1.5	1.58	1	0
398	1.33	8.1	4	1
75	3.02	0.62	1	0
65	0.82	19.15	5	0
299	0.95	-0.02	5	0
258	1.11	6.09	4	1
18	0.07	2.74	5	1
49	2.42	1.76	1	0
157	1.8	0.03	5	0
170	1.71	2.03	1	1
301	1.37	2	2	0
293	-0.15	-9.49	5	0
151	2.52	0.36	2	0
108	2.27	7.81	4	1
277	2.26	11.15	2	0
218	1.56	12.46	4	1
25	0.47	8.13	4	0
263	1.28	-4.21	2	0
291	-0.96	-6.25	3	0
195	-0.46	-4.69	1	0
389	-0.55	2.24	5	0
127	1.93	1.02	2	0
26	1.69	6.43	3	1
41	-0.02	7.09	3	0
59	0.86	1.47	4	0
286	2.13	7.2	4	1
252	1.87	6.34	1	1
50	3.65	7.63	5	1
114	2.06	-1.53	1	1
324	1.49	11.59	4	1
312	0.5	3.66	2	1
77	0.51	-0.45	1	0
195	-0.75	2.4	5	0
350	2.39	11.65	4	1
345	1.63	4.53	4	0
285	-0.49	9.49	4	0
345	1.99	5.6	3	0
376	2.36	4.29	1	1
189	0.05	6.93	5	0
221	1.9	-4.21	3	0
51	2.17	3.49	4	0
282	2.94	3.75	3	1
263	0.87	-6.45	4	0
269	1.83	17.4	5	0
305	1.02	-2.59	3	0
330	1.73	1.08	3	1
125	1.93	10.98	3	0
87	0.21	3.2	5	0
305	1.08	-0.83	1	0
296	1.74	-4.89	4	1
46	0.96	6	3	1
81	0.15	3.91	4	0
267	2.31	3.76	1	0
170	1.29	1.7	2	1
331	1.08	6.78	4	0
160	1.6	6.1	5	1
281	0.85	2.66	4	0
349	-0.94	-0.25	4	0
371	2.39	5.57	1	0
355	-0.58	8.11	4	0
304	2.23	4.96	5	1
90	2.18	0.59	1	1
237	-0.31	3.2	2	0
58	0.54	5.66	4	1
161	2.41	14.09	4	0
114	1.59	0.92	4	1
375	1.65	5.58	2	0
328	2.01	-4.2	4	1
159	-0.08	5.69	5	0
280	0.68	2.7	3	1
392	2.29	3.76	1	1
276	1.07	2.36	3	1
349	-0.09	0.64	5	0
166	1.86	6.96	4	1
181	0.93	-4.36	2	0
300	3.47	4.84	3	1
229	0.01	5.57	1	0
86	1.05	8.33	4	1
306	1.61	1.54	2	1
97	1.72	2.62	1	0
40	1.89	5.51	2	1
183	2.23	-1.67	1	0
395	0.68	4.61	3	0
282	2.86	2.29	2	1
335	-0.55	7.23	1	0
176	1.21	1.96	1	1
100	3.07	-3.3	2	1
211	3.28	0.01	1	0
146	2.69	2.95	1	1
81	0.85	3.5	1	0
130	3.52	15.23	3	1
109	0.96	-2.07	5	0
308	1.19	4.38	3	1
274	2.48	4.36	1	1
351	-0.1	7.43	3	0
258	1.45	6.23	3	1
59	0.97	0.98	5	0
232	2.7	1.58	2	1
247	1.99	3.27	2	0
249	-0.28	0.03	2	0
177	0.81	6.01	3	0
365	-0.9	5.9	5	0
299	0.95	2.49	4	0
141	2.07	8.56	2	0
75	1.76	11.52	3	0
184	2.35	-0.2	1	1
305	0.88	0.1	4	0
163	1.3	5.88	5	0
66	3.37	6.99	2	1
112	2.51	6.27	2	1
317	-0.52	16.74	5	0
190	1.62	2.8	1	1
235	1.25	-2.36	5	0
188	2.47	4.49	1	1
114	1.9	-1.04	3	1
280	0.82	3.92	5	1
281	0.22	-0.18	1	0
253	1.18	-1.31	3	0
280	2.01	4.24	4	1
29	-1.37	5.83	5	0
140	1.8	5.57	5	1
154	2.38	7.41	1	1
265	1.69	4.39	4	0
246	1.22	-4.46	2	1
334	1.15	10.82	4	1
349	-0.72	0.13	1	0
198	2.25	9.14	4	1
234	2.63	-1.74	1	1
4	1.16	1.16	3	1
115	1.89	-1.95	2	0
200	2.83	4.39	2	1
2	1.43	5.76	1	1
204	2.23	3.51	2	1
176	3.52	5.1	3	1
311	1.4	2.88	3	0
19	2.18	-6.21	4	0
62	0.98	1.11	3	1
200	1.65	5.44	1	1
137	1.5	-1.04	2	0
191	1.45	2.97	3	0
27	0.41	-1.86	2	0
367	2.79	0.55	1	0
259	1.74	9.27	5	0
64	2.32	9.38	2	1
379	1.43	1.72	4	0
241	1.87	4.76	4	0
187	1.27	5.63	4	0
134	2.67	7.06	2	1
296	2.37	1.68	1	1
208	1.65	7.19	3	1
120	1.57	-0.88	3	1
218	1.06	3.88	1	1
103	0.98	3.19	2	0
257	1.8	1.58	5	0
233	1.07	-12.5	5	0
183	1.51	-2.81	4	0
11	0.43	8.74	4	0
52	0.63	-1.66	4	1
242	1.85	-0.42	3	1
262	-0.44	3.55	1	1
220	1.9	8.68	2	1
290	-0.18	-6.4	4	1
253	0.46	-0.02	4	0
28	1.91	4.03	2	1
87	0.24	3.37	4	0
121	1.71	1.63	3	0
191	2.43	5.31	4	0
2	2.11	16.26	5	1
365	0.76	2.95	3	0
399	1.75	6.04	1	0
70	0.02	3.89	4	1
54	1.62	7.45	1	1
153	2.52	3.51	1	0
12	0.04	-0.21	2	1
284	3.46	-1.77	4	1
321	0.78	5.5	3	0
261	-0.05	0.71	3	0
329	2.16	4.3	1	0
76	-0.1	5.83	5	1
108	2.78	8.13	5	1
77	1.04	3.5	5	0
212	1.62	14.88	4	1
117	2.44	2.67	1	0
73	1.79	5.11	2	0
228	1.26	4.25	3	1
364	1.96	2.91	5	1
282	0.31	1.76	1	1
1	1.58	-4.9	2	0
149	1.33	13.35	5	0
35	1.49	-0.18	2	0
170	2.49	-1.13	3	1
239	1.77	2.12	2	0
126	1.77	14.91	3	1
267	1.37	6.2	2	0
145	1.86	8.59	2	0
57	0.73	-3.91	4	0
119	1.37	3.45	1	0
353	1.76	10.91	5	0
45	2.98	12.98	4	0
279	0.54	7.64	2	0
378	1.64	10.82	3	1
229	0.62	4.24	3	0
94	3.25	0.09	1	1
55	2.32	3.26	1	0
88	0.18	10.72	4	1
135	1.72	-1.62	4	0
358	1.1	7.31	3	1
337	0.7	-1	3	0
22	0.14	0.03	4	1
177	1.24	5.92	5	0
97	0.6	10.3	5	0
162	1.75	7.46	3	1
109	-0.61	-4.89	4	0
264	1.66	9.64	2	1
203	0.79	4.2	1	0
354	0.05	12.58	4	1
131	0.82	8.21	5	0
335	0.85	14.89	3	0
55	2.88	3.11	2	0
334	0.32	10.89	5	1
350	2.08	10.5	5	1
67	-0.05	-9.83	2	0
364	1.56	3.41	3	1
395	0.14	3.7	2	0
293	1.08	-7.94	4	0
298	0.31	9.57	4	1
85	2	11.57	4	0
315	1.29	3.45	3	0
281	1.82	3.49	3	0
360	-0.5	1.48	3	1
271	1.13	5.63	1	0
374	4.23	8.55	4	1
220	1.85	11.5	4	1
387	1.17	6.79	5	0
115	1.51	-5.75	5	0
110	2.6	3.72	1	1
72	2.53	-6.14	2	1
317	0.55	9.8	1	0
107	0.32	8.39	4	0
165	-0.49	3.23	3	0
197	0.95	3.65	2	0
168	3.49	6.72	4	1
23	1.03	3.05	2	0
93	-0.4	3.41	2	0
60	2.62	0.35	4	1
316	2.05	12.03	5	1
168	3.19	1.7	1	1
281	0.21	3.53	5	0
170	3.19	2.93	4	1
28	2.08	3.5	5	1
155	1.16	13.22	5	0
183	0.88	-1.37	2	0
18	0.84	7.49	2	1
60	1.83	1.09	3	1
355	0.39	8.78	3	0
56	-0.56	6.6	3	1
276	0.72	2.36	2	1
156	3.75	9.33	4	1
165	-1.11	-0.27	5	0
167	1.66	0.79	4	0
220	2.19	12.5	5	1
79	0.87	0.08	2	0
100	2.14	-3.04	4	1
316	1.84	8.02	4	1
42	2.04	17.21	4	1
362	1.41	8.45	5	1
264	0.7	20.47	5	1
70	0.06	-2.68	5	1
136	3.57	12.9	4	1
319	1.09	14.79	4	0
141	2.39	11.56	3	0
116	2.34	4.04	2	1
41	1.96	5.38	2	0
356	2.59	1.58	1	1
161	2.88	10.2	3	0
38	1.46	19.34	5	1
10	3.2	-0.2	1	1
226	0.17	5.37	1	1
333	0.98	1.15	5	0
280	1.01	2.6	2	1
111	0.24	11.81	3	0
225	1.03	-0.29	1	0
328	3.01	-2.27	5	1
42	1.42	21.37	5	1
282	2.26	3.61	5	1
279	0.51	4.98	1	0
58	1.85	5.85	2	1
333	-0.65	1.2	1	0
169	1.18	9.84	3	0
146	1.83	5.37	3	1
12	1.31	-3.37	5	1
346	3.56	11.95	5	1
268	3.38	6.44	3	1
256	1.33	3.53	5	1
57	0.39	-4.06	1	0
236	2.64	5.64	3	1
320	2.35	0.3	4	1
131	0.4	0.33	1	0
11	1.75	5.59	1	0
92	1.31	2.85	2	1
15	0.79	16.85	4	0
365	0.24	1.22	1	0
16	2.13	14.44	4	1
98	2.71	-0.71	4	1
262	0.64	0.38	4	1
293	0.75	-0.29	1	0
396	2.28	8.39	4	1
243	1.45	15.28	3	0
164	1.68	12.34	4	1
85	0.4	6.03	2	0
77	1.15	3.94	2	0
189	1.35	4.91	4	0
57	2	-0.37	2	0
221	-1.09	-1.7	2	0
66	2.65	15.83	5	1
396	0	6.98	5	1
382	2.44	3.07	2	1
205	0.95	-0.5	4	0
304	2.37	-0.41	1	1
189	1.17	0.95	1	0
145	0.4	15.23	4	0
150	1.91	11.01	3	1
142	2.63	3.56	1	1
161	2.1	4.19	1	0
186	0.78	0.64	5	1
33	3.02	3.98	1	0
11	0.77	7.24	3	0
74	1.61	3.34	2	1
30	0.08	7.58	2	1
358	1.73	12.01	5	1
239	2.48	4.27	4	0
123	-0.36	13.97	5	0
303	1.9	-2.02	4	0
153	0.01	4.44	3	0
63	1.19	-0.4	1	0
88	-0.05	4.21	2	1
385	1.57	0.06	1	0
341	0.3	10.91	4	0
38	-0.87	18.19	4	1
95	1.24	3.74	2	0
41	0.37	10.1	5	0
133	0.86	10.6	2	0
53	1.56	0.06	1	0
100	2.81	-0.62	3	1
159	1.34	2.56	3	0
192	1.28	-5.82	4	1
340	1.27	8.68	4	1
393	0.43	3.42	3	0
374	3.56	8.11	5	1
146	1.63	6.01	5	1
60	4.13	0.89	2	1
164	1.52	7.08	3	1
201	0.59	8.59	5	0
372	0.43	6.51	5	1
247	1.49	3.78	3	0
227	0.94	14.41	5	0
339	0.34	10.32	4	0
84	1.96	6.55	2	1
259	0.57	4.82	3	0
376	1.43	-0.23	2	1
378	0.6	5.6	1	1
6	2.45	8.57	3	1
45	1.73	6.64	2	0
214	1.38	2.22	4	1
79	1.81	2.05	1	0
51	0.65	2.15	1	0
339	0.28	10.82	3	0
81	0.74	6.34	3	0
103	0.54	4.24	3	0
268	1.89	4.31	2	1
268	3.69	7.2	4	1
231	0.44	0.9	3	0
211	2.66	-1.29	5	0
385	0.67	-3.45	4	0
71	0.59	0.1	2	0
17	1.4	1.43	1	0
327	-0.23	10.99	4	0
332	2.89	4.22	1	1
194	0.85	-0.77	1	1
320	2.4	0.12	2	1
344	2.26	7.74	4	1
180	3.45	5.8	2	1
257	2.71	-0.67	1	0
291	-1.33	-2.73	4	0
19	1.29	-6.22	1	0
118	1.22	3.94	1	1
306	1.13	6.61	5	1
140	1	5.68	3	1
120	1.03	0.81	4	1
385	1.92	-1.07	2	0
5	0.68	3.9	1	0
116	2.66	3.92	4	1
193	1.02	-5.27	3	0
244	0.41	2.42	2	1
351	0.49	9.27	4	0
371	0.22	11.8	3	0
231	1.29	2.79	4	0
324	3.27	13.27	5	1
134	2.05	5.44	1	1
73	1.37	12.37	5	0
81	0.68	8.14	5	0
47	1.88	-0.63	1	0
207	2.38	-5.01	3	0
343	0.61	1.51	5	0
313	1.37	2.17	5	0
369	0.93	-1.68	3	0
45	2.49	8.07	3	0
135	0.11	3.01	1	0
307	1.91	7.16	5	0
171	0.21	-3.28	3	0
221	1.29	-2.78	5	0
52	-0.05	-5.23	5	1
336	0.5	-1.33	2	1
239	0.72	3.4	3	0
315	1.62	4.43	2	0
261	1.83	1.28	1	0
328	2.28	-6.06	3	1
298	0.71	10.42	5	1
327	-0.56	2.44	1	0
163	0.53	2.13	2	0
126	-0.33	17.83	4	1
266	0.68	0.81	5	1
93	0.19	4.72	3	0
177	0.33	3.55	2	0
90	1.23	5.25	2	1
147	1.54	1.47	1	0
255	0.97	9.13	4	0
384	1.48	6.71	3	1
224	2.63	8.59	4	1
159	-0.63	2.16	2	0
27	1.11	0.83	3	0
174	3.14	3.87	1	1
138	2.45	17.47	4	1
367	1.85	0.99	3	0
153	0.44	5.95	4	0
173	0.78	3.26	2	0
47	1.15	1.52	4	0
126	0.39	7.57	1	1
314	1.69	-4.31	4	1
155	0.33	11.46	4	0
310	1.98	4.25	1	1
315	1.26	5.18	4	0
318	2.71	11	3	1
301	1.13	7.27	4	0
345	0.8	3.05	1	0
173	2.18	4.22	1	0
31	1.19	-0.43	5	0
91	2.36	-4.65	4	0
369	1.1	-1.71	2	0
313	1.16	4.79	4	0
240	3.39	10.2	3	1
39	0.84	4.46	4	0
166	1.19	3.8	1	1
249	1.03	-0.46	5	0
74	2.52	5.3	3	1
373	1.09	0.48	1	0
160	-0.01	5.07	3	1
57	1.15	-4.61	3	0
164	0.86	13.45	5	1
113	0.8	-1.67	2	0
157	0.76	1.1	4	0
101	0.82	3.31	5	0
10	1.82	11.53	5	1
192	1.58	-0.65	1	1
175	1.89	0.32	1	0
288	2.56	3.72	1	1
8	2.67	5.41	4	1
360	-0.56	1.02	5	1
361	1.42	9.09	4	0
22	1.35	2.2	1	1
395	1.99	0.42	1	0
171	0.25	-4.1	4	0
258	0.55	4.23	2	1
200	1.36	14.77	4	1
310	2.42	-0.99	2	1
39	0.33	7.47	3	0
343	-0.97	2.16	1	0
164	1.64	6.7	2	1
240	2.18	7.25	2	1
371	0.61	19.63	5	0
213	2.24	5.58	2	0
64	1.61	14.6	4	1
38	0.09	6.84	1	1
272	1.07	3.12	4	1
329	2.13	11.56	4	0
179	2.32	2.59	3	0
234	3.4	-8.91	5	1
198	1.84	7.96	5	1
400	2.19	-0.35	2	1
157	-0.45	-1.88	3	0
35	-0.85	1.85	5	0
118	0.73	4.87	5	1
236	2.77	9.7	5	1
122	2.66	10.45	2	1
233	1.09	-5.83	4	0
43	1.35	7.6	5	0
55	2.49	6.02	4	0
334	1.18	8.43	3	1
14	0.84	4.75	2	1
110	1.43	9.94	4	1
91	2.49	-4.62	5	0
155	2.81	9.2	2	0
35	0.28	0.89	1	0
222	2.62	-2.17	1	1
144	-0.29	2.96	1	1
42	2	3.93	1	1
138	1.22	10.22	2	1
206	1.64	2.17	3	1
252	1.58	8.95	5	1
335	0.47	9.89	2	0
264	0.52	11.4	3	1
357	0.02	15.52	5	0
45	2.31	14.47	5	0
152	0.56	12.67	3	1
309	2.47	0.38	1	0
158	-0.15	10.86	5	1
99	3.25	4.67	1	0
316	1.26	1.56	1	1
271	1.97	10.84	5	0
134	1.11	13.71	5	1
26	0.47	4.88	1	1
351	-0.39	13.29	5	0
178	1.89	10.91	4	1
260	1.71	12.3	4	1
250	2.97	9.27	5	1
298	-0.95	8.72	3	1
9	-0.33	3.79	2	0
333	-0.58	-0.46	3	0
197	0.85	1.17	1	0
215	1.44	-8.28	4	0
84	0.13	3.55	3	1
115	1.45	-2.46	4	0
389	0.22	1.42	2	0
400	1.32	-2.67	5	1
368	0.22	15.21	4	1
124	0.8	3.14	2	1
267	2.95	6.59	5	0
229	-0.17	6.45	4	0
243	1.11	10.21	2	0
207	1.92	-7.64	5	0
21	1.31	8.15	2	0
384	2	6.4	4	1
365	-0.58	2.47	4	0
154	2.61	6.76	2	1
207	1.95	-2.78	1	0
92	1.81	9.33	5	1
185	2.12	-3.11	4	0
297	-0.01	0.72	3	0
396	1.83	2.77	1	1
17	0.81	8.48	4	0
136	3.5	13.72	5	1
224	2.31	7.03	3	1
203	-0.08	7.94	3	0
342	1.27	9.58	3	1
243	1.35	19.13	5	0
297	1.53	0.64	2	0
50	2.62	1.69	1	1
48	1.76	6.7	4	1
52	-0.23	1.11	1	1
175	1.18	-3.05	5	0
323	0.27	-2.6	1	0
50	2.53	2.16	2	1
32	1.59	7.48	3	1
206	1.08	1.76	1	1
89	0.65	-1.55	3	0
54	0.86	8.52	2	1
129	1.3	17.05	4	0
307	0.34	8.38	4	0
175	2.89	-0.13	3	0
91	1.32	-3.95	2	0
222	0.43	-9.25	4	1
275	0.59	3.82	4	0
128	2.25	7.67	5	1
113	1.07	-3.51	5	0
105	2.19	3.64	3	0
110	0.97	6.03	2	1
37	0.81	-0.91	5	0
202	-0.01	1.69	3	1
108	3.45	3.42	2	1
348	1.06	5.62	2	1
256	2.11	3.41	4	1
370	1.63	10.22	2	1
131	1.69	3.1	4	0
29	-0.38	6.64	4	0
86	0.16	4.65	2	1
84	1.22	2.19	5	1
166	1.91	6.19	3	1
76	1.21	4.56	4	1
274	0.85	7.1	2	1
16	1.4	19.55	5	1
115	1.52	-2.64	1	0
167	1.16	-2.15	5	0
383	1.9	5.44	5	0
48	2.92	6.04	3	1
119	1.14	8.64	4	0
363	0.47	10.3	1	0
189	2	4.94	3	0
82	2.71	4.79	2	1
77	-1.23	4.79	3	0
241	-0.04	3.93	3	0
375	2.08	7.7	4	0
49	1.38	-1.12	5	0
143	0.01	5.88	4	0
111	-0.06	12.84	2	0
186	0.14	3.24	3	1
29	0.45	5.04	2	0
202	0.69	0.92	4	1
113	2.59	-1.37	4	0
231	1.78	4.03	1	0
89	0.64	-6.17	5	0
311	-0.98	5.71	1	0
174	2.01	15.44	5	1
320	2.04	-0.49	1	1
233	0.39	-7.66	3	0
